name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Maruti Alto K10 LXI,2011,0.013540720808352977,0.03812780242461626,Petrol,Individual,Manual,First Owner,0.4980952380952381,0.12550335570469798,0.09340958605664489,0.10955414012738852,5.0
Maruti Swift Dzire LDi,2008,0.016048243124549336,0.033891332861108195,Diesel,Individual,Manual,Second Owner,0.4595238095238095,0.2093959731543624,0.11192810457516343,0.23694267515923564,5.0
Tata Indica V2 DLX BSII,2011,0.008024171712720992,0.021181924170583986,Diesel,Individual,Manual,First Owner,0.40952380952380946,0.25906040268456376,0.05637254901960785,0.005095541401273885,5.0
Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,0.029087359168770397,0.033891332861108195,Diesel,Individual,Manual,Second Owner,0.32380952380952377,0.6372483221476509,0.08224400871459696,0.22420382165605093,8.0
Hyundai i20 Asta Option 1.2,2016,0.051153555551298344,0.016098160694374305,Petrol,Individual,Manual,First Owner,0.4428571428571429,0.19228187919463088,0.1335239651416122,0.14012738853503184,5.0
Hyundai EON Era Plus,2013,0.015045234198070793,0.025418393734092055,Petrol,Individual,Manual,First Owner,0.5023809523809524,0.06375838926174496,0.0610021786492375,0.08917197452229299,5.0
Maruti Swift Dzire 1.2 Vxi BSIV,2012,0.042126475212991454,0.012708985043567853,Petrol,Individual,Manual,First Owner,0.41666666666666663,0.19228187919463088,0.14433551198257083,0.14012738853503184,5.0
Maruti Swift Dzire VXI,2014,0.042126475212991454,0.012708985043567853,Petrol,Individual,Manual,First Owner,0.45476190476190476,0.19228187919463088,0.14433551198257083,0.14012738853503184,5.0
Chevrolet Beat LT,2015,0.01705125205102788,0.021181924170583986,Petrol,Individual,Manual,First Owner,0.4428571428571429,0.1929530201342282,0.11982570806100219,0.12993630573248408,5.0
Tata Tiago 1.2 Revotron XZ,2017,0.0396189528967951,0.01779274851977753,Petrol,Individual,Manual,First Owner,0.5676190476190476,0.1929530201342282,0.13943355119825712,0.14012738853503184,5.0
Chevrolet Sail 1.2 LS ABS,2016,0.037111430580598744,0.012708985043567853,Petrol,Individual,Manual,First Owner,0.4333333333333333,0.1929530201342282,0.13507625272331159,0.13248407643312102,5.0
Maruti Alto LXi BSIII,2009,0.009528685102438806,0.025418393734092055,Petrol,Individual,Manual,Third Owner,0.469047619047619,0.057718120805369116,0.036764705882352935,0.07388535031847134,5.0
Jeep Compass 2.0 Longitude Option BSIV,2018,0.1574725017580239,0.005930633741954944,Diesel,Individual,Manual,First Owner,0.40714285714285714,0.44697986577181203,0.37363834422657954,0.44076433121019104,5.0
Honda City i VTEC VX,2015,0.08726187690452589,0.009319809392761398,Petrol,Individual,Manual,First Owner,0.4142857142857142,0.2929530201342282,0.23011982570806105,0.17961783439490445,5.0
Volkswagen Vento Diesel Highline,2012,0.042126475212991454,0.03812780242461626,Diesel,Individual,Manual,First Owner,0.489047619047619,0.3268456375838926,0.1928104575163399,0.31337579617834393,5.0
Maruti Alto K10 2010-2014 VXI,2011,0.018054260977506422,0.01948733634518076,Petrol,Individual,Manual,First Owner,0.4980952380952381,0.12550335570469798,0.09340958605664489,0.10955414012738852,5.0
Hyundai i20 1.2 Asta Option,2018,0.07733208853238832,0.008472515480059785,Petrol,Individual,Manual,First Owner,0.4428571428571429,0.19228187919463088,0.1335239651416122,0.14012738853503184,5.0
Tata Venture EX 7 Str Captain Seats,2014,0.02878645649082683,0.006354280698305751,Diesel,Individual,Manual,First Owner,0.3671428571428571,0.2620805369127517,0.10130718954248367,0.16687898089171974,7.0
Maruti Ertiga VXI,2015,0.0571716091101696,0.01694545460707592,Petrol,Individual,Manual,Second Owner,0.3814285714285714,0.2513422818791946,0.1658496732026144,0.16050955414012738,7.0
Hyundai i20 Magna,2014,0.030090368095248936,0.012708985043567853,Petrol,Individual,Manual,Second Owner,0.44047619047619047,0.19228187919463088,0.13630174291938996,0.13885350318471337,5.0
Hyundai EON Magna Plus,2017,0.029087359168770397,0.006354280698305751,Petrol,Individual,Manual,Second Owner,0.5023809523809524,0.06375838926174496,0.0610021786492375,0.08917197452229299,5.0
Hyundai Getz GLX,2007,0.009027180639199535,0.046600741551632394,Petrol,Individual,Manual,Second Owner,0.36428571428571427,0.24060402684563756,0.13671023965141615,0.14140127388535031,5.0
Maruti Alto LXi,2009,0.010030189565678077,0.02965486329760012,Petrol,Individual,Manual,Second Owner,0.469047619047619,0.057718120805369116,0.036764705882352935,0.07388535031847134,5.0
Chevrolet Sail 1.2 LS,2015,0.019057269903984965,0.033891332861108195,Petrol,Individual,Manual,First Owner,0.4333333333333333,0.1929530201342282,0.13507625272331159,0.13248407643312102,5.0
Tata Zest Revotron 1.2T XM,2015,0.031093377021727483,0.046600741551632394,Petrol,Individual,Manual,First Owner,0.41833333333333333,0.19093959731543622,0.15223311546840962,0.1732484076433121,5.0
Ford Classic 1.4 Duratorq CLXI,2013,0.01705125205102788,0.02965486329760012,Diesel,Individual,Manual,Second Owner,0.4685714285714285,0.2600671140939598,0.0931372549019608,0.1987261146496815,5.0
Maruti Alto LXI,2002,0.01103319849215662,0.021181924170583986,Petrol,Individual,Manual,Second Owner,0.469047619047619,0.057718120805369116,0.036764705882352935,0.07388535031847134,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,0.09729196616931132,0.08049249805969694,Diesel,Individual,Manual,First Owner,0.3092857142857143,0.6275167785234899,0.184640522875817,0.24968152866242038,8.0
Mahindra Bolero SLX,2010,0.0466400153821449,0.04236427198812433,Diesel,Individual,Manual,Second Owner,0.32380952380952377,0.6372483221476509,0.08224400871459696,0.22420382165605093,7.0
Maruti Alto 800 LXI,2015,0.020662084186350634,0.025418393734092055,Petrol,Individual,Manual,First Owner,0.5414285714285714,0.057718120805369116,0.0394880174291939,0.08280254777070063,5.0
Maruti Wagon R VXI BS IV,2015,0.0361084216541202,0.01694545460707592,Petrol,Individual,Manual,First Owner,0.48833333333333334,0.12550335570469798,0.09324618736383446,0.10955414012738852,5.0
Maruti Swift Dzire VDi,2009,0.02457381899961695,0.03812780242461626,Diesel,Individual,Manual,Second Owner,0.4595238095238095,0.2093959731543624,0.11192810457516343,0.23694267515923564,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,0.0747242653235441,0.013556278956269466,Diesel,Dealer,Manual,First Owner,0.5785714285714285,0.2093959731543624,0.1516884531590414,0.24968152866242038,5.0
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,0.17753268028759475,0.012708985043567853,Diesel,Individual,Automatic,First Owner,0.2704761904761904,0.7151006711409396,0.377723311546841,0.45350318471337575,7.0
Hyundai Creta 1.6 CRDi SX,2016,0.08224683227213318,0.02457109982139044,Diesel,Individual,Manual,First Owner,0.4683333333333333,0.3214765100671141,0.2543572984749456,0.3248407643312102,5.0
Maruti Vitara Brezza VDi,2018,0.07221674300734775,0.0021178111347976833,Diesel,Individual,Manual,First Owner,0.5785714285714285,0.2093959731543624,0.1516884531590414,0.24968152866242038,5.0
Hyundai i20 1.2 Spotz,2018,0.054162582330733976,0.010590750261813818,Petrol,Individual,Manual,First Owner,0.4428571428571429,0.19228187919463088,0.1335239651416122,0.14012738853503184,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,0.055165591257212515,0.013556278956269466,Petrol,Individual,Manual,First Owner,0.44999999999999996,0.19228187919463088,0.13360566448801747,0.13885350318471337,5.0
Honda Jazz 1.2 VX i VTEC,2016,0.045636906154773706,0.012708985043567853,Petrol,Individual,Manual,First Owner,0.4452380952380952,0.1929530201342282,0.15223311546840962,0.13503184713375796,5.0
Honda BR-V i-VTEC S MT,2017,0.06720169837495503,0.018216395476128338,Petrol,Dealer,Manual,First Owner,0.36666666666666664,0.2929530201342282,0.23011982570806105,0.17961783439490445,7.0
Hyundai Verna S,2012,0.038615943970316556,0.025418393734092055,Petrol,Dealer,Manual,First Owner,0.4214285714285714,0.2929530201342282,0.21955337690631815,0.17834394904458598,5.0
Nissan Micra XV CVT,2015,0.029588863632009663,0.021181924170583986,Petrol,Individual,Automatic,First Owner,0.46047619047619043,0.19261744966442954,0.11764705882352942,0.12738853503184713,5.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,0.05215656447777688,0.0060153631332251056,Petrol,Individual,Manual,First Owner,0.43238095238095237,0.19194630872483223,0.1470588235294118,0.1375796178343949,5.0
Hyundai EON Sportz,2017,0.027081341315813308,0.004236045916551717,Petrol,Individual,Manual,First Owner,0.5023809523809524,0.06375838926174496,0.0610021786492375,0.08917197452229299,5.0
Datsun RediGO T Option,2018,0.0187563672260414,0.010590750261813818,Petrol,Individual,Manual,First Owner,0.5404761904761904,0.05872483221476513,0.05675381263616559,0.08662420382165605,5.0
Ford Freestyle Titanium Petrol BSIV,2018,0.06720169837495503,0.008091233219344058,Petrol,Individual,Manual,First Owner,0.45238095238095233,0.19127516778523487,0.16851851851851857,0.14777070063694267,5.0
Hyundai Santro Sportz AMT BSIV,2019,0.04373128949535712,0.010590750261813818,Petrol,Individual,Automatic,Fourth & Above Owner,0.48333333333333334,0.15503355704697988,0.09586056644880177,0.12101910828025478,5.0
Ford EcoSport 1.5 Diesel Trend BSIV,2014,0.045636906154773706,0.022876511995987215,Diesel,Dealer,Manual,First Owner,0.5476190476190476,0.2932885906040268,0.18017429193899787,0.25605095541401274,5.0
Nissan Sunny XL D,2018,0.0641926715955194,0.014827219825321886,Diesel,Individual,Manual,First Owner,0.5407142857142857,0.2808724832214765,0.14161220043572986,0.24968152866242038,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,0.04714151984538417,0.008472515480059785,Petrol,Individual,Manual,Second Owner,0.44999999999999996,0.19228187919463088,0.13360566448801747,0.13885350318471337,5.0
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,0.06469417605875867,0.0220292180832856,Diesel,Individual,Manual,First Owner,0.563095238095238,0.2093959731543624,0.1516884531590414,0.24968152866242038,5.0
Hyundai i20 1.4 CRDi Asta,2011,0.019057269903984965,0.05083721111514047,Diesel,Individual,Manual,Second Owner,0.5476190476190476,0.25906040268456376,0.15577342047930287,0.022929936305732482,5.0
Jeep Compass 2.0 Limited,2017,0.16248754639041663,0.021181924170583986,Diesel,Individual,Manual,First Owner,0.40714285714285714,0.44697986577181203,0.37363834422657954,0.44076433121019104,5.0
Maruti Ertiga ZDI,2013,0.06018063588960523,0.05083721111514047,Diesel,Individual,Manual,Second Owner,0.4945238095238095,0.2093959731543624,0.15250544662309368,0.24968152866242038,7.0
Tata Manza Aura Quadrajet,2010,0.022066296683420594,0.03812780242461626,Diesel,Individual,Manual,Second Owner,0.44761904761904764,0.2093959731543624,0.15577342047930287,0.24968152866242038,5.0
Maruti Wagon R LXI,2004,0.009027180639199535,0.05083721111514047,Petrol,Individual,Manual,Third Owner,0.44999999999999996,0.12550335570469798,0.09340958605664489,0.10955414012738852,5.0
Skoda Rapid 1.5 TDI Elegance,2015,0.027081341315813308,0.04299974242265054,Diesel,Individual,Manual,Second Owner,0.5033333333333333,0.2932885906040268,0.1925925925925926,0.31337579617834393,5.0
Hyundai Verna 1.6 CRDi EX AT,2013,0.04964904216158053,0.03177309807935416,Diesel,Individual,Automatic,First Owner,0.5314285714285714,0.3214765100671141,0.25462962962962965,0.3248407643312102,5.0
Mahindra Scorpio 1.99 S10,2016,0.10732205543409674,0.04236427198812433,Diesel,Individual,Manual,First Owner,0.36666666666666664,0.46073825503355703,0.23747276688453162,0.35159235668789807,7.0
Renault Duster 110PS Diesel RxZ,2012,0.045135501992427086,0.023611539465255862,Diesel,Individual,Manual,Second Owner,0.45261904761904764,0.2808724832214765,0.20601851851851855,0.310828025477707,5.0
Mahindra XUV500 W4,2014,0.057673113573408874,0.033891332861108195,Diesel,Individual,Manual,Second Owner,0.35952380952380947,0.5218120805369127,0.2919389978213508,0.4152866242038216,7.0
Maruti Alto 800 LXI Optional,2016,0.022066296683420594,0.021181924170583986,Petrol,Individual,Manual,Second Owner,0.588095238095238,0.057718120805369116,0.0394880174291939,0.08280254777070063,5.0
Ford Figo Diesel Celebration Edition,2013,0.02156479222018132,0.02965486329760012,Diesel,Individual,Manual,Second Owner,0.47619047619047616,0.2600671140939598,0.09613289760348585,0.1987261146496815,5.0
Hyundai i10 Magna 1.2 iTech SE,2012,0.018054260977506422,0.032196745035704966,Petrol,Individual,Manual,Fourth & Above Owner,0.4847619047619047,0.19228187919463088,0.12554466230936823,0.13630573248407643,5.0
Maruti Swift Dzire VXI 1.2,2020,0.07021072515439065,0.0006350467875698593,Petrol,Individual,Manual,First Owner,0.505,0.19228187919463088,0.13344226579520696,0.13885350318471337,5.0
Mahindra Bolero 2011-2019 SLX,2012,0.04714151984538417,0.032196745035704966,Diesel,Individual,Manual,First Owner,0.38,0.6372483221476509,0.0797930283224401,0.24331210191082803,7.0
Maruti Wagon R VXI Optional,2015,0.037111430580598744,0.01694545460707592,Petrol,Individual,Manual,First Owner,0.48833333333333334,0.12550335570469798,0.09324618736383446,0.10955414012738852,5.0
Hyundai EON Magna Plus,2015,0.025075323462856222,0.025418393734092055,Petrol,Individual,Manual,Second Owner,0.5023809523809524,0.06375838926174496,0.0610021786492375,0.08917197452229299,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,0.053259874296903285,0.0720195589326808,Diesel,Individual,Manual,Third Owner,0.3047619047619048,0.6275167785234899,0.18845315904139437,0.02038216560509554,8.0
Mitsubishi Pajero Sport 4X4,2013,0.0922769215369186,0.07688768610810792,Diesel,Dealer,Manual,First Owner,0.3214285714285714,0.6218120805369127,0.3887799564270153,0.5044585987261146,7.0
Chevrolet Beat Diesel LS,2016,0.034603908264402385,0.022588008418712315,Diesel,Dealer,Manual,First Owner,0.6057142857142858,0.10469798657718118,0.06399782135076253,0.17579617834394903,5.0
Volkswagen Ameo 1.5 TDI Comfortline,2017,0.06720169837495503,0.01732927874952975,Diesel,Dealer,Manual,First Owner,0.5157142857142857,0.2932885906040268,0.20648148148148154,0.31337579617834393,5.0
Toyota Etios VX,2012,0.034603908264402385,0.013433844985884083,Petrol,Dealer,Manual,Second Owner,0.41904761904761906,0.2926174496644295,0.15223311546840962,0.16305732484076432,5.0
Hyundai EON Era Plus,2012,0.02407231453637768,0.0185362489281732,Petrol,Dealer,Manual,Second Owner,0.5023809523809524,0.06375838926174496,0.0610021786492375,0.08917197452229299,5.0
Renault KWID RXT,2016,0.027081341315813308,0.028253862812948005,Petrol,Dealer,Manual,First Owner,0.5992857142857143,0.05872483221476513,0.05582788671023965,0.08662420382165605,5.0
Maruti Zen Estilo VXI BSIV,2010,0.019558774367224235,0.02522732895677784,Petrol,Dealer,Manual,First Owner,0.45238095238095233,0.12550335570469798,0.09340958605664489,0.10955414012738852,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,0.13239727859606032,0.03998549432821455,Diesel,Dealer,Manual,First Owner,0.3092857142857143,0.6275167785234899,0.184640522875817,0.24968152866242038,8.0
Maruti Zen Estilo LXI BSIII,2010,0.01705125205102788,0.031235066444788632,Petrol,Dealer,Manual,First Owner,0.4333333333333333,0.12550335570469798,0.09340958605664489,0.10955414012738852,5.0
Hyundai Verna 1.6 SX,2011,0.037111430580598744,0.09400217585076781,Diesel,Dealer,Manual,First Owner,0.5314285714285714,0.3214765100671141,0.25468409586056645,0.3248407643312102,5.0
Honda Amaze VX i-DTEC,2013,0.04714151984538417,0.04918668257319772,Diesel,Dealer,Manual,First Owner,0.6142857142857143,0.2932885906040268,0.17919389978213512,0.24968152866242038,5.0
Maruti Swift VXI BSIV,2015,0.04714151984538417,0.06377793104383221,Petrol,Dealer,Manual,First Owner,0.5238095238095237,0.19228187919463088,0.13344226579520696,0.13885350318471337,5.0
Toyota Fortuner 2.8 2WD MT,2013,0.14744241249323847,0.06275016352772515,Diesel,Dealer,Manual,First Owner,0.33904761904761904,0.7151006711409396,0.38589324618736387,0.5299363057324841,7.0
Ford Ecosport 1.5 Ti VCT MT Titanium,2015,0.052658068941016156,0.008472515480059785,Petrol,Individual,Manual,Second Owner,0.3761904761904762,0.2936241610738255,0.21023965141612205,0.1732484076433121,5.0
Hyundai Grand i10 1.2 Kappa Magna AT,2018,0.055165591257212515,0.012708985043567853,Petrol,Individual,Automatic,First Owner,0.44999999999999996,0.19228187919463088,0.13360566448801747,0.13885350318471337,5.0
Tata Aria Pride,2011,0.030792474343783915,0.060157444154858214,Diesel,Individual,Manual,Third Owner,0.32619047619047614,0.5218120805369127,0.286764705882353,0.4025477707006369,7.0
Tata Sumo CX 10 Str BSIV,2011,0.01454372973483152,0.008472515480059785,Diesel,Individual,Manual,First Owner,0.29047619047619044,0.4442953020134228,0.09586056644880177,0.14140127388535031,10.0
Tata Manza Aura Plus Quadrajet,2009,0.015045234198070793,0.05083721111514047,Diesel,Individual,Manual,Second Owner,0.44761904761904764,0.2093959731543624,0.15577342047930287,0.24968152866242038,5.0
Hyundai i10 Sportz 1.1L,2011,0.01705125205102788,0.033891332861108195,Petrol,Individual,Manual,First Owner,0.4716666666666666,0.15503355704697988,0.0959967320261438,0.12101910828025478,5.0
Tata Indigo CS LX (TDI) BS-III,2016,0.023069305609899136,0.025418393734092055,Diesel,Individual,Manual,First Owner,0.4545238095238095,0.2620805369127517,0.09861111111111114,0.16687898089171974,5.0
Renault KWID 1.0 RXT Optional,2016,0.032096385948206026,0.010590750261813818,Petrol,Individual,Manual,First Owner,0.5478571428571428,0.12583892617449663,0.0931372549019608,0.110828025477707,5.0
Mahindra Bolero SLX,2011,0.038114339206184636,0.021181924170583986,Diesel,Individual,Manual,Second Owner,0.32380952380952377,0.6372483221476509,0.08224400871459696,0.22420382165605093,7.0
Mahindra TUV 300 T8,2017,0.06268815820580159,0.053379092853245304,Diesel,Individual,Manual,First Owner,0.44023809523809515,0.2916107382550335,0.18300653594771243,0.3006369426751592,7.0
Maruti Swift Dzire LDI,2015,0.03410240380116311,0.0720195589326808,Diesel,Individual,Manual,First Owner,0.633095238095238,0.2093959731543624,0.11220043572984752,0.23694267515923564,5.0
Maruti Alto 800 LXI,2013,0.01705125205102788,0.010167103305463011,Petrol,Individual,Manual,First Owner,0.5414285714285714,0.057718120805369116,0.0394880174291939,0.08280254777070063,5.0
Maruti Ertiga SHVS ZDI,2017,0.07723178763974047,0.04236427198812433,Diesel,Individual,Manual,Second Owner,0.5838095238095238,0.2093959731543624,0.1516884531590414,0.24968152866242038,7.0
Tata Tiago NRG Petrol,2019,0.05215656447777688,0.004236045916551717,Petrol,Individual,Manual,First Owner,0.5714285714285714,0.1929530201342282,0.13891612200435732,0.14012738853503184,5.0
Ford Figo Diesel ZXI,2012,0.027081341315813308,0.02965486329760012,Diesel,Individual,Manual,Second Owner,0.47619047619047616,0.2600671140939598,0.09586056644880177,0.1987261146496815,5.0
Maruti Omni E MPI STD BS IV,2017,0.019057269903984965,0.01694545460707592,Petrol,Individual,Manual,First Owner,0.4,0.057718120805369116,0.0038126361655773655,0.07006369426751592,8.0
Maruti Wagon R LXI BS IV,2011,0.016650048480436462,0.046600741551632394,Petrol,Individual,Manual,First Owner,0.44999999999999996,0.12550335570469798,0.09340958605664489,0.10955414012738852,5.0
Hyundai i10 Era,2008,0.010531694028917349,0.033891332861108195,Petrol,Individual,Manual,Second Owner,0.4716666666666666,0.15503355704697988,0.0959967320261438,0.12101910828025478,5.0
Tata Bolt Revotron XE,2015,0.026981040423165455,0.006989751132831961,Petrol,Individual,Manual,First Owner,0.41833333333333333,0.19093959731543622,0.15223311546840962,0.1732484076433121,5.0
Maruti Alto K10 VXI,2017,0.027081341315813308,0.012708985043567853,Petrol,Individual,Manual,First Owner,0.5702380952380952,0.12550335570469798,0.09327342047930283,0.10955414012738852,5.0
Maruti Ertiga SHVS VDI,2017,0.06920771622791212,0.033891332861108195,Diesel,Individual,Manual,First Owner,0.5838095238095238,0.2093959731543624,0.1516884531590414,0.24968152866242038,7.0
Tata Safari Storme EX,2016,0.06218665374256231,0.021181924170583986,Diesel,Individual,Manual,Third Owner,0.3357142857142857,0.5218120805369127,0.313562091503268,0.4025477707006369,7.0
Maruti Alto K10 VXI,2016,0.027081341315813308,0.010590750261813818,Petrol,Individual,Manual,First Owner,0.5702380952380952,0.12550335570469798,0.09327342047930283,0.10955414012738852,5.0
Hyundai Grand i10 1.2 CRDi Asta,2019,0.07221674300734775,0.008472515480059785,Diesel,Individual,Manual,First Owner,0.5714285714285714,0.18859060402684566,0.11211873638344229,0.23694267515923564,5.0
Renault KWID RXT,2016,0.023069305609899136,0.025418393734092055,Petrol,Individual,Manual,First Owner,0.5992857142857143,0.05872483221476513,0.05582788671023965,0.08662420382165605,5.0
Maruti Swift VDI,2011,0.027081341315813308,0.02965486329760012,Diesel,Individual,Manual,Second Owner,0.5452380952380952,0.2093959731543624,0.11220043572984752,0.23694267515923564,5.0
Mahindra Bolero 2011-2019 SLX,2014,0.0571716091101696,0.021181924170583986,Diesel,Individual,Manual,Second Owner,0.38,0.6372483221476509,0.0797930283224401,0.24331210191082803,7.0
Honda Accord V6 AT,2004,0.02457381899961695,0.04236427198812433,Petrol,Individual,Automatic,Second Owner,0.21428571428571427,0.7963087248322147,0.5043572984749456,0.2445859872611465,5.0
Maruti Alto K10 VXI,2015,0.022066296683420594,0.0220292180832856,Petrol,Individual,Manual,First Owner,0.5702380952380952,0.12550335570469798,0.09327342047930283,0.10955414012738852,5.0
Maruti Swift Dzire VDI,2014,0.03911744843355583,0.033891332861108195,Diesel,Individual,Manual,First Owner,0.557142857142857,0.2093959731543624,0.11220043572984752,0.23694267515923564,5.0
Hyundai EON Era Plus,2015,0.020561783293702778,0.021181924170583986,Petrol,Individual,Manual,First Owner,0.5023809523809524,0.06375838926174496,0.0610021786492375,0.08917197452229299,5.0
Mahindra Scorpio S10 7 Seater,2016,0.10732205543409674,0.025418393734092055,Diesel,Individual,Manual,First Owner,0.36666666666666664,0.5218120805369127,0.23747276688453162,0.35159235668789807,7.0
Maruti Alto K10 VXI,2019,0.03309939487468457,0.010590750261813818,Petrol,Individual,Manual,First Owner,0.5702380952380952,0.12550335570469798,0.09327342047930283,0.10955414012738852,5.0
Hyundai Grand i10 CRDi Asta,2014,0.03510541272764166,0.021181924170583986,Diesel,Individual,Manual,Second Owner,0.5714285714285714,0.1664429530201342,0.10130718954248367,0.1987261146496815,5.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,0.06218665374256231,0.0529554458968945,Diesel,Individual,Manual,First Owner,0.5421428571428571,0.2932885906040268,0.1791666666666667,0.25605095541401274,5.0
Maruti Wagon R VXI Optional,2016,0.032096385948206026,0.033891332861108195,Petrol,Individual,Manual,First Owner,0.48833333333333334,0.12550335570469798,0.09324618736383446,0.10955414012738852,5.0
Mahindra Bolero 2011-2019 DI - AC BS III,2017,0.06720169837495503,0.02965486329760012,Diesel,Individual,Manual,First Owner,0.38,0.6372483221476509,0.08224400871459696,0.22420382165605093,9.0
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2010,0.02407231453637768,0.03812780242461626,Diesel,Individual,Manual,Third Owner,0.5476190476190476,0.25906040268456376,0.15577342047930287,0.022929936305732482,5.0
Tata Bolt Quadrajet XE,2017,0.042126475212991454,0.021181924170583986,Diesel,Individual,Manual,First Owner,0.5464285714285714,0.2093959731543624,0.11220043572984752,0.23694267515923564,5.0
Mahindra Thar CRDe,2016,0.06018063588960523,0.04278791894447514,Diesel,Individual,Manual,First Owner,0.39404761904761904,0.6288590604026845,0.19662309368191727,0.3095541401273885,6.0
Mahindra Xylo E4 BS IV,2010,0.02006017852957086,0.07117226501997918,Diesel,Individual,Manual,First Owner,0.3333333333333333,0.6288590604026845,0.21568627450980393,0.32611464968152865,7.0
Maruti Wagon R VXI BS IV,2011,0.02407231453637768,0.01694545460707592,Petrol,Individual,Manual,First Owner,0.44999999999999996,0.12550335570469798,0.09340958605664489,0.10955414012738852,5.0
Tata Indica Vista Aura Safire Anniversary Edition,2009,0.010531694028917349,0.012242973391581966,Petrol,Individual,Manual,Second Owner,0.0,0.18389261744966443,0.0876906318082789,0.006369426751592356,5.0
Maruti Wagon R VXI BS IV,2012,0.02457381899961695,0.008472515480059785,Petrol,Individual,Manual,First Owner,0.44999999999999996,0.12550335570469798,0.09340958605664489,0.10955414012738852,5.0
Mahindra TUV 300 T8,2015,0.06058183946019664,0.06990132415092677,Diesel,Individual,Manual,First Owner,0.44023809523809515,0.2916107382550335,0.18300653594771243,0.3006369426751592,7.0
Maruti A-Star Zxi,2012,0.020561783293702778,0.04172880155359812,Petrol,Individual,Manual,Second Owner,0.45238095238095233,0.12550335570469798,0.09068627450980392,0.10955414012738852,5.0
Hyundai i10 Asta,2008,0.02457381899961695,0.04151697807542271,Petrol,Individual,Manual,Third Owner,0.4847619047619047,0.19228187919463088,0.12554466230936823,0.13630573248407643,5.0
Mahindra Thar CRDe AC,2014,0.06720169837495503,0.01694545460707592,Diesel,Individual,Manual,Second Owner,0.39404761904761904,0.6288590604026845,0.19662309368191727,0.3095541401273885,6.0
Fiat Grande Punto Sport 90BHP,2013,0.037111430580598744,0.03812780242461626,Diesel,Individual,Manual,First Owner,0.48333333333333334,0.2093959731543624,0.1612200435729848,0.2611464968152866,5.0
Maruti Alto LXi,2012,0.018555765440745692,0.03812780242461626,Petrol,Individual,Manual,Third Owner,0.469047619047619,0.057718120805369116,0.036764705882352935,0.07388535031847134,5.0
Hyundai Getz 1.5 CRDi GVS,2009,0.012036207418635163,0.046600741551632394,Diesel,Individual,Manual,Second Owner,0.40714285714285714,0.2916107382550335,0.21023965141612205,0.025477707006369428,5.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,0.0922769215369186,0.03295930955713642,Diesel,Individual,Manual,First Owner,0.5976190476190476,0.2093959731543624,0.1516884531590414,0.24968152866242038,5.0
Mahindra TUV 300 T8,2015,0.07021072515439065,0.04236427198812433,Diesel,Individual,Manual,First Owner,0.44023809523809515,0.2916107382550335,0.18300653594771243,0.3006369426751592,7.0
Tata Indica V2 Turbomax DLS BS IV,2012,0.010531694028917349,0.05083721111514047,Diesel,Individual,Manual,Second Owner,0.45238095238095233,0.2620805369127517,0.10403050108932464,0.16687898089171974,5.0
Hyundai Xcent 1.2 Kappa Base,2016,0.032096385948206026,0.033891332861108195,Petrol,Individual,Manual,Second Owner,0.45476190476190476,0.19228187919463088,0.1339869281045752,0.14012738853503184,5.0
Mahindra KUV 100 G80 K6 Plus,2018,0.05065205108805907,0.00889616243641059,Petrol,Individual,Manual,Second Owner,0.4321428571428571,0.19261744966442954,0.1339869281045752,0.14140127388535031,6.0
Maruti Swift Dzire Tour S CNG,2018,0.04262797967623073,0.04236427198812433,Petrol,Individual,Manual,Second Owner,0.45238095238095233,0.19228187919463088,0.14433551198257083,0.14012738853503184,5.0
Maruti Swift Dzire VXI 1.2,2019,0.06268815820580159,0.010590750261813818,Petrol,Individual,Manual,First Owner,0.505,0.19228187919463088,0.13344226579520696,0.13885350318471337,5.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,0.07723178763974047,0.012708985043567853,Diesel,Individual,Manual,Third Owner,0.5476190476190476,0.2932885906040268,0.18017429193899787,0.25605095541401274,5.0
Toyota Yaris V CVT BSIV,2018,0.10732205543409674,0.010590750261813818,Petrol,Individual,Automatic,First Owner,0.4238095238095238,0.2926174496644295,0.19798474945533773,0.1732484076433121,5.0
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,0.2978937514650199,0.01694545460707592,Diesel,Individual,Automatic,First Owner,0.30952380952380953,0.5097315436241611,0.46623093681917216,0.6318471337579618,5.0
